Logging to logs/ppo_cnn_7x7_4
---------------------------------
| rollout/           |          |
|    approx_kl            | 0.008735247 |
|    clip_fraction        | 0.185       |
|    clip_range           | 0.149       |
|    entropy_loss         | -0.746      |
|    explained_variance   | 0.248       |
|    learning_rate        | 0.000498    |
|    loss                 | 0.0321      |
|    n_updates            | 28          |
|    policy_gradient_loss | -0.00769    |
|    value_loss           | 0.14        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 394         |
|    ep_rew_mean          | -3.36       |
| time/                   |             |
|    fps                  | 1451        |
|    iterations           | 9           |
|    time_elapsed         | 406         |
|    total_timesteps      | 589824      |
| train/                  |             |
|    approx_kl            | 0.008288274 |
|    clip_fraction        | 0.178       |
|    clip_range           | 0.149       |
|    entropy_loss         | -0.704      |
|    explained_variance   | 0.279       |
|    learning_rate        | 0.000497    |
|    loss                 | 0.037       |
|    n_updates            | 32          |
|    policy_gradient_loss | -0.00708    |
|    value_loss           | 0.133       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 411         |
|    ep_rew_mean          | -3.49       |
| time/                   |             |
|    fps                  | 1442        |
|    iterations           | 10          |
|    time_elapsed         | 454         |
|    total_timesteps      | 655360      |
| train/                  |             |
|    approx_kl            | 0.009779925 |
|    clip_fraction        | 0.196       |
|    clip_range           | 0.149       |
|    entropy_loss         | -0.672      |
|    explained_variance   | 0.282       |
|    learning_rate        | 0.000497    |
|    loss                 | 0.034       |
|    n_updates            | 36          |
|    policy_gradient_loss | -0.00764    |
|    value_loss           | 0.125       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 403         |
|    ep_rew_mean          | -3.32       |
| time/                   |             |
|    fps                  | 1436        |
|    iterations           | 11          |
|    time_elapsed         | 501         |
|    total_timesteps      | 720896      |
| train/                  |             |
|    approx_kl            | 0.010305839 |
|    clip_fraction        | 0.2         |
|    clip_range           | 0.149       |
|    entropy_loss         | -0.625      |
|    explained_variance   | 0.275       |
|    learning_rate        | 0.000497    |
|    loss                 | 0.0337      |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.00688    |
|    value_loss           | 0.128       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 437         |
|    ep_rew_mean          | -3.33       |
| time/                   |             |
|    fps                  | 1430        |
|    iterations           | 12          |
|    time_elapsed         | 549         |
|    total_timesteps      | 786432      |
| train/                  |             |
|    approx_kl            | 0.013015108 |
|    clip_fraction        | 0.21        |
|    clip_range           | 0.149       |
|    entropy_loss         | -0.578      |
|    explained_variance   | 0.346       |
|    learning_rate        | 0.000496    |
|    loss                 | 0.0217      |
|    n_updates            | 44          |
|    policy_gradient_loss | -0.00631    |
|    value_loss           | 0.116       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 459         |
|    ep_rew_mean          | -3.26       |
| time/                   |             |
|    fps                  | 1425        |
|    iterations           | 13          |
|    time_elapsed         | 597         |
|    total_timesteps      | 851968      |
| train/                  |             |
|    approx_kl            | 0.010880014 |
|    clip_fraction        | 0.192       |
|    clip_range           | 0.149       |
|    entropy_loss         | -0.523      |
|    explained_variance   | 0.37        |
|    learning_rate        | 0.000496    |
|    loss                 | 0.0308      |
|    n_updates            | 48          |
|    policy_gradient_loss | -0.00535    |
|    value_loss           | 0.0999      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 436         |
|    ep_rew_mean          | -3.17       |
| time/                   |             |
|    fps                  | 1421        |
|    iterations           | 14          |
|    time_elapsed         | 645         |
|    total_timesteps      | 917504      |
| train/                  |             |
|    approx_kl            | 0.011687789 |
|    clip_fraction        | 0.181       |
|    clip_range           | 0.149       |
|    entropy_loss         | -0.485      |
|    explained_variance   | 0.397       |
|    learning_rate        | 0.000496    |
|    loss                 | 0.0187      |
|    n_updates            | 52          |
|    policy_gradient_loss | -0.00551    |
|    value_loss           | 0.089       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 464         |
|    ep_rew_mean          | -2.47       |
| time/                   |             |
|    fps                  | 1418        |
|    iterations           | 15          |
|    time_elapsed         | 693         |
|    total_timesteps      | 983040      |
| train/                  |             |
|    approx_kl            | 0.012003593 |
|    clip_fraction        | 0.188       |
|    clip_range           | 0.149       |
|    entropy_loss         | -0.463      |
|    explained_variance   | 0.384       |
|    learning_rate        | 0.000495    |
|    loss                 | 0.0181      |
|    n_updates            | 56          |
|    policy_gradient_loss | -0.00536    |
|    value_loss           | 0.0915      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 512         |
|    ep_rew_mean          | -2.41       |
| time/                   |             |
|    fps                  | 1414        |
|    iterations           | 16          |
|    time_elapsed         | 741         |
|    total_timesteps      | 1048576     |
| train/                  |             |
|    approx_kl            | 0.012112749 |
|    clip_fraction        | 0.176       |
|    clip_range           | 0.149       |
|    entropy_loss         | -0.411      |
|    explained_variance   | 0.452       |
|    learning_rate        | 0.000495    |
|    loss                 | 0.00938     |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.00548    |
|    value_loss           | 0.0715      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 539         |
|    ep_rew_mean          | -1.51       |
| time/                   |             |
|    fps                  | 1412        |
|    iterations           | 17          |
|    time_elapsed         | 789         |
|    total_timesteps      | 1114112     |
| train/                  |             |
|    approx_kl            | 0.015075811 |
|    clip_fraction        | 0.167       |
|    clip_range           | 0.149       |
|    entropy_loss         | -0.368      |
|    explained_variance   | 0.478       |
|    learning_rate        | 0.000495    |
|    loss                 | 0.00871     |
|    n_updates            | 64          |
|    policy_gradient_loss | -0.00437    |
|    value_loss           | 0.0603      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 536         |
|    ep_rew_mean          | -1.36       |
| time/                   |             |
|    fps                  | 1409        |
|    iterations           | 18          |
|    time_elapsed         | 836         |
|    total_timesteps      | 1179648     |
| train/                  |             |
|    approx_kl            | 0.013019828 |
|    clip_fraction        | 0.16        |
|    clip_range           | 0.149       |
|    entropy_loss         | -0.34       |
|    explained_variance   | 0.436       |
|    learning_rate        | 0.000494    |
|    loss                 | 0.0081      |
|    n_updates            | 68          |
|    policy_gradient_loss | -0.00301    |
|    value_loss           | 0.0491      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 515         |
|    ep_rew_mean          | -1.02       |
| time/                   |             |
|    fps                  | 1407        |
|    iterations           | 19          |
|    time_elapsed         | 884         |
|    total_timesteps      | 1245184     |
| train/                  |             |
|    approx_kl            | 0.012771902 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.149       |
|    entropy_loss         | -0.299      |
|    explained_variance   | 0.499       |
|    learning_rate        | 0.000494    |
|    loss                 | 0.00542     |
|    n_updates            | 72          |
|    policy_gradient_loss | -0.00287    |
|    value_loss           | 0.0421      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 483         |
|    ep_rew_mean          | -0.703      |
| time/                   |             |
|    fps                  | 1405        |
|    iterations           | 20          |
|    time_elapsed         | 932         |
|    total_timesteps      | 1310720     |
| train/                  |             |
|    approx_kl            | 0.021467198 |
|    clip_fraction        | 0.153       |
|    clip_range           | 0.148       |
|    entropy_loss         | -0.271      |
|    explained_variance   | 0.408       |
|    learning_rate        | 0.000494    |
|    loss                 | 0.00401     |
|    n_updates            | 76          |
|    policy_gradient_loss | -0.000885   |
|    value_loss           | 0.0401      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 498         |
|    ep_rew_mean          | -0.679      |
| time/                   |             |
|    fps                  | 1403        |
|    iterations           | 21          |
|    time_elapsed         | 980         |
|    total_timesteps      | 1376256     |
| train/                  |             |
|    approx_kl            | 0.020208195 |
|    clip_fraction        | 0.162       |
|    clip_range           | 0.148       |
|    entropy_loss         | -0.257      |
|    explained_variance   | 0.471       |
|    learning_rate        | 0.000493    |
|    loss                 | 0.00844     |
|    n_updates            | 80          |
|    policy_gradient_loss | 0.000613    |
|    value_loss           | 0.0347      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 533         |
|    ep_rew_mean          | -0.155      |
| time/                   |             |
|    fps                  | 1402        |
|    iterations           | 22          |
|    time_elapsed         | 1027        |
|    total_timesteps      | 1441792     |
| train/                  |             |
|    approx_kl            | 0.017208498 |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.148       |
|    entropy_loss         | -0.237      |
|    explained_variance   | 0.482       |
|    learning_rate        | 0.000493    |
|    loss                 | 0.01        |
|    n_updates            | 84          |
|    policy_gradient_loss | -0.00134    |
|    value_loss           | 0.0352      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 540        |
|    ep_rew_mean          | 0.163      |
| time/                   |            |
|    fps                  | 1400       |
|    iterations           | 23         |
|    time_elapsed         | 1075       |
|    total_timesteps      | 1507328    |
| train/                  |            |
|    approx_kl            | 0.01539332 |
|    clip_fraction        | 0.121      |
|    clip_range           | 0.148      |
|    entropy_loss         | -0.227     |
|    explained_variance   | 0.426      |
|    learning_rate        | 0.000493   |
|    loss                 | 0.00283    |
|    n_updates            | 88         |
|    policy_gradient_loss | -0.00141   |
|    value_loss           | 0.0241     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 521         |
|    ep_rew_mean          | 0.217       |
| time/                   |             |
|    fps                  | 1399        |
|    iterations           | 24          |
|    time_elapsed         | 1123        |
|    total_timesteps      | 1572864     |
| train/                  |             |
|    approx_kl            | 0.022375751 |
|    clip_fraction        | 0.15        |
|    clip_range           | 0.148       |
|    entropy_loss         | -0.201      |
|    explained_variance   | 0.445       |
|    learning_rate        | 0.000493    |
|    loss                 | 0.00275     |
|    n_updates            | 92          |
|    policy_gradient_loss | 0.00279     |
|    value_loss           | 0.023       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 515         |
|    ep_rew_mean          | 0.145       |
| time/                   |             |
|    fps                  | 1398        |
|    iterations           | 25          |
|    time_elapsed         | 1171        |
|    total_timesteps      | 1638400     |
| train/                  |             |
|    approx_kl            | 0.014031757 |
|    clip_fraction        | 0.121       |
|    clip_range           | 0.148       |
|    entropy_loss         | -0.21       |
|    explained_variance   | 0.523       |
|    learning_rate        | 0.000492    |
|    loss                 | 0.00306     |
|    n_updates            | 96          |
|    policy_gradient_loss | -0.000253   |
|    value_loss           | 0.0164      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 532         |
|    ep_rew_mean          | -0.495      |
| time/                   |             |
|    fps                  | 1397        |
|    iterations           | 26          |
|    time_elapsed         | 1218        |
|    total_timesteps      | 1703936     |
| train/                  |             |
|    approx_kl            | 0.008614128 |
|    clip_fraction        | 0.104       |
|    clip_range           | 0.148       |
|    entropy_loss         | -0.203      |
|    explained_variance   | 0.186       |
|    learning_rate        | 0.000492    |
|    loss                 | 0.00427     |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.000324   |
|    value_loss           | 0.0249      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 504         |
|    ep_rew_mean          | -0.00465    |
| time/                   |             |
|    fps                  | 1396        |
|    iterations           | 27          |
|    time_elapsed         | 1266        |
|    total_timesteps      | 1769472     |
| train/                  |             |
|    approx_kl            | 0.012402356 |
|    clip_fraction        | 0.112       |
|    clip_range           | 0.148       |
|    entropy_loss         | -0.2        |
|    explained_variance   | 0.438       |
|    learning_rate        | 0.000492    |
|    loss                 | 0.0111      |
|    n_updates            | 104         |
|    policy_gradient_loss | -0.00108    |
|    value_loss           | 0.0375      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 541         |
|    ep_rew_mean          | 0.406       |
| time/                   |             |
|    fps                  | 1395        |
|    iterations           | 28          |
|    time_elapsed         | 1314        |
|    total_timesteps      | 1835008     |
| train/                  |             |
|    approx_kl            | 0.025351204 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.148       |
|    entropy_loss         | -0.184      |
|    explained_variance   | 0.366       |
|    learning_rate        | 0.000491    |
|    loss                 | 0.00999     |
|    n_updates            | 108         |
|    policy_gradient_loss | 0.0013      |
|    value_loss           | 0.0272      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 502         |
|    ep_rew_mean          | -0.141      |
| time/                   |             |
|    fps                  | 1394        |
|    iterations           | 29          |
|    time_elapsed         | 1362        |
|    total_timesteps      | 1900544     |
| train/                  |             |
|    approx_kl            | 0.039063044 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.148       |
|    entropy_loss         | -0.162      |
|    explained_variance   | 0.381       |
|    learning_rate        | 0.000491    |
|    loss                 | 0.00878     |
|    n_updates            | 112         |
|    policy_gradient_loss | 0.0048      |
|    value_loss           | 0.0227      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 509        |
|    ep_rew_mean          | 0.117      |
| time/                   |            |
|    fps                  | 1393       |
|    iterations           | 30         |
|    time_elapsed         | 1410       |
|    total_timesteps      | 1966080    |
| train/                  |            |
|    approx_kl            | 0.02603824 |
|    clip_fraction        | 0.116      |
|    clip_range           | 0.148      |
|    entropy_loss         | -0.175     |
|    explained_variance   | 0.416      |
|    learning_rate        | 0.000491   |
|    loss                 | 0.00932    |
|    n_updates            | 116        |
|    policy_gradient_loss | 0.000226   |
|    value_loss           | 0.0329     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 511         |
|    ep_rew_mean          | 0.519       |
| time/                   |             |
|    fps                  | 1393        |
|    iterations           | 31          |
|    time_elapsed         | 1458        |
|    total_timesteps      | 2031616     |
| train/                  |             |
|    approx_kl            | 0.020846996 |
|    clip_fraction        | 0.112       |
|    clip_range           | 0.148       |
|    entropy_loss         | -0.154      |
|    explained_variance   | 0.467       |
|    learning_rate        | 0.00049     |
|    loss                 | 0.00401     |
|    n_updates            | 120         |
|    policy_gradient_loss | -7.26e-05   |
|    value_loss           | 0.0226      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 486         |
|    ep_rew_mean          | 0.324       |
| time/                   |             |
|    fps                  | 1392        |
|    iterations           | 32          |
|    time_elapsed         | 1506        |
|    total_timesteps      | 2097152     |
| train/                  |             |
|    approx_kl            | 0.013788925 |
|    clip_fraction        | 0.0978      |
|    clip_range           | 0.147       |
|    entropy_loss         | -0.154      |
|    explained_variance   | 0.449       |
|    learning_rate        | 0.00049     |
|    loss                 | 0.00304     |
|    n_updates            | 124         |
|    policy_gradient_loss | -0.000171   |
|    value_loss           | 0.0187      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 479         |
|    ep_rew_mean          | 0.449       |
| time/                   |             |
|    fps                  | 1391        |
|    iterations           | 33          |
|    time_elapsed         | 1554        |
|    total_timesteps      | 2162688     |
| train/                  |             |
|    approx_kl            | 0.022009915 |
|    clip_fraction        | 0.0971      |
|    clip_range           | 0.147       |
|    entropy_loss         | -0.146      |
|    explained_variance   | 0.508       |
|    learning_rate        | 0.00049     |
|    loss                 | 0.00307     |
|    n_updates            | 128         |
|    policy_gradient_loss | -0.000642   |
|    value_loss           | 0.0192      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 489         |
|    ep_rew_mean          | 0.772       |
| time/                   |             |
|    fps                  | 1390        |
|    iterations           | 34          |
|    time_elapsed         | 1602        |
|    total_timesteps      | 2228224     |
| train/                  |             |
|    approx_kl            | 0.019615695 |
|    clip_fraction        | 0.099       |
|    clip_range           | 0.147       |
|    entropy_loss         | -0.132      |
|    explained_variance   | 0.4         |
|    learning_rate        | 0.000489    |
|    loss                 | 0.00461     |
|    n_updates            | 132         |
|    policy_gradient_loss | -7.77e-05   |
|    value_loss           | 0.0201      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 488         |
|    ep_rew_mean          | 0.582       |
| time/                   |             |
|    fps                  | 1390        |
|    iterations           | 35          |
|    time_elapsed         | 1650        |
|    total_timesteps      | 2293760     |
| train/                  |             |
|    approx_kl            | 0.031099476 |
|    clip_fraction        | 0.108       |
|    clip_range           | 0.147       |
|    entropy_loss         | -0.123      |
|    explained_variance   | 0.388       |
|    learning_rate        | 0.000489    |
|    loss                 | 0.00324     |
|    n_updates            | 136         |
|    policy_gradient_loss | 0.00227     |
|    value_loss           | 0.0191      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 485         |
|    ep_rew_mean          | 0.479       |
| time/                   |             |
|    fps                  | 1389        |
|    iterations           | 36          |
|    time_elapsed         | 1698        |
|    total_timesteps      | 2359296     |
| train/                  |             |
|    approx_kl            | 0.019231146 |
|    clip_fraction        | 0.0905      |
|    clip_range           | 0.147       |
|    entropy_loss         | -0.125      |
|    explained_variance   | 0.344       |
|    learning_rate        | 0.000489    |
|    loss                 | 0.0045      |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.000241   |
|    value_loss           | 0.0243      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 503         |
|    ep_rew_mean          | 0.822       |
| time/                   |             |
|    fps                  | 1388        |
|    iterations           | 37          |
|    time_elapsed         | 1746        |
|    total_timesteps      | 2424832     |
| train/                  |             |
|    approx_kl            | 0.022875093 |
|    clip_fraction        | 0.0951      |
|    clip_range           | 0.147       |
|    entropy_loss         | -0.13       |
|    explained_variance   | 0.354       |
|    learning_rate        | 0.000488    |
|    loss                 | 0.0029      |
|    n_updates            | 144         |
|    policy_gradient_loss | -4.58e-05   |
|    value_loss           | 0.0206      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 468         |
|    ep_rew_mean          | 0.29        |
| time/                   |             |
|    fps                  | 1388        |
|    iterations           | 38          |
|    time_elapsed         | 1794        |
|    total_timesteps      | 2490368     |
| train/                  |             |
|    approx_kl            | 0.057858154 |
|    clip_fraction        | 0.11        |
|    clip_range           | 0.147       |
|    entropy_loss         | -0.123      |
|    explained_variance   | 0.26        |
|    learning_rate        | 0.000488    |
|    loss                 | 0.00242     |
|    n_updates            | 148         |
|    policy_gradient_loss | 0.000667    |
|    value_loss           | 0.0235      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 512         |
|    ep_rew_mean          | 0.449       |
| time/                   |             |
|    fps                  | 1387        |
|    iterations           | 39          |
|    time_elapsed         | 1842        |
|    total_timesteps      | 2555904     |
| train/                  |             |
|    approx_kl            | 0.031545416 |
|    clip_fraction        | 0.102       |
|    clip_range           | 0.147       |
|    entropy_loss         | -0.125      |
|    explained_variance   | 0.232       |
|    learning_rate        | 0.000488    |
|    loss                 | 0.00891     |
|    n_updates            | 152         |
|    policy_gradient_loss | 0.000214    |
|    value_loss           | 0.0307      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 514         |
|    ep_rew_mean          | 0.464       |
| time/                   |             |
|    fps                  | 1386        |
|    iterations           | 40          |
|    time_elapsed         | 1890        |
|    total_timesteps      | 2621440     |
| train/                  |             |
|    approx_kl            | 0.020137507 |
|    clip_fraction        | 0.0901      |
|    clip_range           | 0.147       |
|    entropy_loss         | -0.117      |
|    explained_variance   | 0.423       |
|    learning_rate        | 0.000487    |
|    loss                 | 0.00305     |
|    n_updates            | 156         |
|    policy_gradient_loss | 0.00114     |
|    value_loss           | 0.0239      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 447         |
|    ep_rew_mean          | -0.0907     |
| time/                   |             |
|    fps                  | 1386        |
|    iterations           | 41          |
|    time_elapsed         | 1938        |
|    total_timesteps      | 2686976     |
| train/                  |             |
|    approx_kl            | 0.023982652 |
|    clip_fraction        | 0.101       |
|    clip_range           | 0.147       |
|    entropy_loss         | -0.119      |
|    explained_variance   | 0.349       |
|    learning_rate        | 0.000487    |
|    loss                 | 0.0052      |
|    n_updates            | 160         |
|    policy_gradient_loss | 0.00298     |
|    value_loss           | 0.0275      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 506         |
|    ep_rew_mean          | 0.885       |
| time/                   |             |
|    fps                  | 1385        |
|    iterations           | 42          |
|    time_elapsed         | 1985        |
|    total_timesteps      | 2752512     |
| train/                  |             |
|    approx_kl            | 0.022557799 |
|    clip_fraction        | 0.096       |
|    clip_range           | 0.147       |
|    entropy_loss         | -0.117      |
|    explained_variance   | 0.422       |
|    learning_rate        | 0.000487    |
|    loss                 | 0.00858     |
|    n_updates            | 164         |
|    policy_gradient_loss | -0.000266   |
|    value_loss           | 0.0301      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 494         |
|    ep_rew_mean          | 0.487       |
| time/                   |             |
|    fps                  | 1385        |
|    iterations           | 43          |
|    time_elapsed         | 2033        |
|    total_timesteps      | 2818048     |
| train/                  |             |
|    approx_kl            | 0.023291495 |
|    clip_fraction        | 0.0881      |
|    clip_range           | 0.147       |
|    entropy_loss         | -0.111      |
|    explained_variance   | 0.232       |
|    learning_rate        | 0.000486    |
|    loss                 | 0.00328     |
|    n_updates            | 168         |
|    policy_gradient_loss | 0.000492    |
|    value_loss           | 0.0241      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 506         |
|    ep_rew_mean          | 0.73        |
| time/                   |             |
|    fps                  | 1385        |
|    iterations           | 44          |
|    time_elapsed         | 2081        |
|    total_timesteps      | 2883584     |
| train/                  |             |
|    approx_kl            | 0.022422165 |
|    clip_fraction        | 0.0827      |
|    clip_range           | 0.146       |
|    entropy_loss         | -0.104      |
|    explained_variance   | 0.432       |
|    learning_rate        | 0.000486    |
|    loss                 | 0.00445     |
|    n_updates            | 172         |
|    policy_gradient_loss | 0.000303    |
|    value_loss           | 0.0251      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 490         |
|    ep_rew_mean          | 0.677       |
| time/                   |             |
|    fps                  | 1385        |
|    iterations           | 45          |
|    time_elapsed         | 2129        |
|    total_timesteps      | 2949120     |
| train/                  |             |
|    approx_kl            | 0.030644888 |
|    clip_fraction        | 0.0968      |
|    clip_range           | 0.146       |
|    entropy_loss         | -0.103      |
|    explained_variance   | 0.274       |
|    learning_rate        | 0.000486    |
|    loss                 | 0.00631     |
|    n_updates            | 176         |
|    policy_gradient_loss | 0.0019      |
|    value_loss           | 0.0255      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 500         |
|    ep_rew_mean          | 0.89        |
| time/                   |             |
|    fps                  | 1384        |
|    iterations           | 46          |
|    time_elapsed         | 2176        |
|    total_timesteps      | 3014656     |
| train/                  |             |
|    approx_kl            | 0.019027177 |
|    clip_fraction        | 0.0758      |
|    clip_range           | 0.146       |
|    entropy_loss         | -0.0911     |
|    explained_variance   | 0.294       |
|    learning_rate        | 0.000485    |
|    loss                 | 0.00563     |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.000308   |
|    value_loss           | 0.0265      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 519         |
|    ep_rew_mean          | 1.24        |
| time/                   |             |
|    fps                  | 1384        |
|    iterations           | 47          |
|    time_elapsed         | 2225        |
|    total_timesteps      | 3080192     |
| train/                  |             |
|    approx_kl            | 0.039270975 |
|    clip_fraction        | 0.0752      |
|    clip_range           | 0.146       |
|    entropy_loss         | -0.09       |
|    explained_variance   | 0.267       |
