Logging to logs/PPO_5
---------------------------------
| rollout/           |          |
|    ep_rew_mean          | -0.821       |
| time/                   |              |
|    fps                  | 18408        |
|    iterations           | 5            |
|    time_elapsed         | 17           |
|    total_timesteps      | 327680       |
| train/                  |              |
|    approx_kl            | 0.0050811577 |
|    clip_fraction        | 0.0908       |
|    clip_range           | 0.15         |
|    entropy_loss         | -0.762       |
|    explained_variance   | 0.211        |
|    learning_rate        | 0.000249     |
|    loss                 | 0.0692       |
|    n_updates            | 16           |
|    policy_gradient_loss | -0.00626     |
|    value_loss           | 0.164        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 187          |
|    ep_rew_mean          | -0.409       |
| time/                   |              |
|    fps                  | 18270        |
|    iterations           | 6            |
|    time_elapsed         | 21           |
|    total_timesteps      | 393216       |
| train/                  |              |
|    approx_kl            | 0.0052666236 |
|    clip_fraction        | 0.0861       |
|    clip_range           | 0.15         |
|    entropy_loss         | -0.722       |
|    explained_variance   | 0.229        |
|    learning_rate        | 0.000249     |
|    loss                 | 0.0283       |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.00541     |
|    value_loss           | 0.139        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 189         |
|    ep_rew_mean          | -0.143      |
| time/                   |             |
|    fps                  | 18235       |
|    iterations           | 7           |
|    time_elapsed         | 25          |
|    total_timesteps      | 458752      |
| train/                  |             |
|    approx_kl            | 0.005041563 |
|    clip_fraction        | 0.0782      |
|    clip_range           | 0.15        |
|    entropy_loss         | -0.694      |
|    explained_variance   | 0.23        |
|    learning_rate        | 0.000249    |
|    loss                 | 0.0794      |
|    n_updates            | 24          |
|    policy_gradient_loss | -0.00537    |
|    value_loss           | 0.137       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 209         |
|    ep_rew_mean          | 0.392       |
| time/                   |             |
|    fps                  | 18196       |
|    iterations           | 8           |
|    time_elapsed         | 28          |
|    total_timesteps      | 524288      |
| train/                  |             |
|    approx_kl            | 0.004497311 |
|    clip_fraction        | 0.0687      |
|    clip_range           | 0.149       |
|    entropy_loss         | -0.651      |
|    explained_variance   | 0.245       |
|    learning_rate        | 0.000249    |
|    loss                 | 0.0635      |
|    n_updates            | 28          |
|    policy_gradient_loss | -0.00457    |
|    value_loss           | 0.127       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 216         |
|    ep_rew_mean          | 0.62        |
| time/                   |             |
|    fps                  | 17959       |
|    iterations           | 9           |
|    time_elapsed         | 32          |
|    total_timesteps      | 589824      |
| train/                  |             |
|    approx_kl            | 0.004270037 |
|    clip_fraction        | 0.0658      |
|    clip_range           | 0.149       |
|    entropy_loss         | -0.603      |
|    explained_variance   | 0.254       |
|    learning_rate        | 0.000249    |
|    loss                 | 0.042       |
|    n_updates            | 32          |
|    policy_gradient_loss | -0.00409    |
|    value_loss           | 0.113       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 231          |
|    ep_rew_mean          | 0.752        |
| time/                   |              |
|    fps                  | 17863        |
|    iterations           | 10           |
|    time_elapsed         | 36           |
|    total_timesteps      | 655360       |
| train/                  |              |
|    approx_kl            | 0.0035236331 |
|    clip_fraction        | 0.0562       |
|    clip_range           | 0.149        |
|    entropy_loss         | -0.553       |
|    explained_variance   | 0.282        |
|    learning_rate        | 0.000249     |
|    loss                 | 0.039        |
|    n_updates            | 36           |
|    policy_gradient_loss | -0.00345     |
|    value_loss           | 0.0926       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 245          |
|    ep_rew_mean          | 1.01         |
| time/                   |              |
|    fps                  | 17778        |
|    iterations           | 11           |
|    time_elapsed         | 40           |
|    total_timesteps      | 720896       |
| train/                  |              |
|    approx_kl            | 0.0029380126 |
|    clip_fraction        | 0.0518       |
|    clip_range           | 0.149        |
|    entropy_loss         | -0.502       |
|    explained_variance   | 0.297        |
|    learning_rate        | 0.000248     |
|    loss                 | 0.0423       |
|    n_updates            | 40           |
|    policy_gradient_loss | -0.00312     |
|    value_loss           | 0.0871       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 247          |
|    ep_rew_mean          | 1.14         |
| time/                   |              |
|    fps                  | 17696        |
|    iterations           | 12           |
|    time_elapsed         | 44           |
|    total_timesteps      | 786432       |
| train/                  |              |
|    approx_kl            | 0.0028333708 |
|    clip_fraction        | 0.045        |
|    clip_range           | 0.149        |
|    entropy_loss         | -0.464       |
|    explained_variance   | 0.287        |
|    learning_rate        | 0.000248     |
|    loss                 | 0.0378       |
|    n_updates            | 44           |
|    policy_gradient_loss | -0.00268     |
|    value_loss           | 0.0891       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 272          |
|    ep_rew_mean          | 1.03         |
| time/                   |              |
|    fps                  | 17691        |
|    iterations           | 13           |
|    time_elapsed         | 48           |
|    total_timesteps      | 851968       |
| train/                  |              |
|    approx_kl            | 0.0023809534 |
|    clip_fraction        | 0.041        |
|    clip_range           | 0.149        |
|    entropy_loss         | -0.425       |
|    explained_variance   | 0.325        |
|    learning_rate        | 0.000248     |
|    loss                 | 0.0521       |
|    n_updates            | 48           |
|    policy_gradient_loss | -0.00214     |
|    value_loss           | 0.0818       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 254          |
|    ep_rew_mean          | 0.969        |
| time/                   |              |
|    fps                  | 17688        |
|    iterations           | 14           |
|    time_elapsed         | 51           |
|    total_timesteps      | 917504       |
| train/                  |              |
|    approx_kl            | 0.0020878087 |
|    clip_fraction        | 0.0338       |
|    clip_range           | 0.149        |
|    entropy_loss         | -0.392       |
|    explained_variance   | 0.33         |
|    learning_rate        | 0.000248     |
|    loss                 | 0.0385       |
|    n_updates            | 52           |
|    policy_gradient_loss | -0.00171     |
|    value_loss           | 0.078        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 258          |
|    ep_rew_mean          | 0.941        |
| time/                   |              |
|    fps                  | 17674        |
|    iterations           | 15           |
|    time_elapsed         | 55           |
|    total_timesteps      | 983040       |
| train/                  |              |
|    approx_kl            | 0.0016750639 |
|    clip_fraction        | 0.0297       |
|    clip_range           | 0.149        |
|    entropy_loss         | -0.372       |
|    explained_variance   | 0.314        |
|    learning_rate        | 0.000248     |
|    loss                 | 0.0429       |
|    n_updates            | 56           |
|    policy_gradient_loss | -0.00133     |
|    value_loss           | 0.0873       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 274          |
|    ep_rew_mean          | 1.04         |
| time/                   |              |
|    fps                  | 17679        |
|    iterations           | 16           |
|    time_elapsed         | 59           |
|    total_timesteps      | 1048576      |
| train/                  |              |
|    approx_kl            | 0.0016443166 |
|    clip_fraction        | 0.0274       |
|    clip_range           | 0.149        |
|    entropy_loss         | -0.349       |
|    explained_variance   | 0.334        |
|    learning_rate        | 0.000248     |
|    loss                 | 0.0338       |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00118     |
|    value_loss           | 0.0851       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 270          |
|    ep_rew_mean          | 0.978        |
| time/                   |              |
|    fps                  | 17700        |
|    iterations           | 17           |
|    time_elapsed         | 62           |
|    total_timesteps      | 1114112      |
| train/                  |              |
|    approx_kl            | 0.0014475345 |
|    clip_fraction        | 0.0251       |
|    clip_range           | 0.149        |
|    entropy_loss         | -0.325       |
|    explained_variance   | 0.366        |
|    learning_rate        | 0.000247     |
|    loss                 | 0.0458       |
|    n_updates            | 64           |
|    policy_gradient_loss | -0.00114     |
|    value_loss           | 0.0753       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 270          |
|    ep_rew_mean          | 0.924        |
| time/                   |              |
|    fps                  | 17728        |
|    iterations           | 18           |
|    time_elapsed         | 66           |
|    total_timesteps      | 1179648      |
| train/                  |              |
|    approx_kl            | 0.0013575491 |
|    clip_fraction        | 0.0225       |
|    clip_range           | 0.149        |
|    entropy_loss         | -0.321       |
|    explained_variance   | 0.356        |
|    learning_rate        | 0.000247     |
|    loss                 | 0.0315       |
|    n_updates            | 68           |
|    policy_gradient_loss | -0.000919    |
|    value_loss           | 0.0828       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 286          |
|    ep_rew_mean          | 1.12         |
| time/                   |              |
|    fps                  | 17678        |
|    iterations           | 19           |
|    time_elapsed         | 70           |
|    total_timesteps      | 1245184      |
| train/                  |              |
|    approx_kl            | 0.0012875164 |
|    clip_fraction        | 0.0213       |
|    clip_range           | 0.149        |
|    entropy_loss         | -0.308       |
|    explained_variance   | 0.359        |
|    learning_rate        | 0.000247     |
|    loss                 | 0.0419       |
|    n_updates            | 72           |
|    policy_gradient_loss | -0.000824    |
|    value_loss           | 0.0803       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 284          |
|    ep_rew_mean          | 1.08         |
| time/                   |              |
|    fps                  | 17642        |
|    iterations           | 20           |
|    time_elapsed         | 74           |
|    total_timesteps      | 1310720      |
| train/                  |              |
|    approx_kl            | 0.0013262708 |
|    clip_fraction        | 0.0225       |
|    clip_range           | 0.148        |
|    entropy_loss         | -0.286       |
|    explained_variance   | 0.401        |
|    learning_rate        | 0.000247     |
|    loss                 | 0.037        |
|    n_updates            | 76           |
|    policy_gradient_loss | -0.000979    |
|    value_loss           | 0.0722       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 260          |
|    ep_rew_mean          | 1.19         |
| time/                   |              |
|    fps                  | 17634        |
|    iterations           | 21           |
|    time_elapsed         | 78           |
|    total_timesteps      | 1376256      |
| train/                  |              |
|    approx_kl            | 0.0012294763 |
|    clip_fraction        | 0.0219       |
|    clip_range           | 0.148        |
|    entropy_loss         | -0.279       |
|    explained_variance   | 0.384        |
|    learning_rate        | 0.000247     |
|    loss                 | 0.0306       |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.000854    |
|    value_loss           | 0.0797       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 279          |
|    ep_rew_mean          | 1.12         |
| time/                   |              |
|    fps                  | 17534        |
|    iterations           | 22           |
|    time_elapsed         | 82           |
|    total_timesteps      | 1441792      |
| train/                  |              |
|    approx_kl            | 0.0013603481 |
|    clip_fraction        | 0.0238       |
|    clip_range           | 0.148        |
|    entropy_loss         | -0.28        |
|    explained_variance   | 0.392        |
|    learning_rate        | 0.000247     |
|    loss                 | 0.0376       |
|    n_updates            | 84           |
|    policy_gradient_loss | -0.000952    |
|    value_loss           | 0.0787       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 279          |
|    ep_rew_mean          | 1.24         |
| time/                   |              |
|    fps                  | 17518        |
|    iterations           | 23           |
|    time_elapsed         | 86           |
|    total_timesteps      | 1507328      |
| train/                  |              |
|    approx_kl            | 0.0011235813 |
|    clip_fraction        | 0.0202       |
|    clip_range           | 0.148        |
|    entropy_loss         | -0.28        |
|    explained_variance   | 0.39         |
|    learning_rate        | 0.000246     |
|    loss                 | 0.0438       |
|    n_updates            | 88           |
|    policy_gradient_loss | -0.000884    |
|    value_loss           | 0.0816       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 271          |
|    ep_rew_mean          | 1.14         |
| time/                   |              |
|    fps                  | 17512        |
|    iterations           | 24           |
|    time_elapsed         | 89           |
|    total_timesteps      | 1572864      |
| train/                  |              |
|    approx_kl            | 0.0011696386 |
|    clip_fraction        | 0.0202       |
|    clip_range           | 0.148        |
|    entropy_loss         | -0.269       |
|    explained_variance   | 0.406        |
|    learning_rate        | 0.000246     |
|    loss                 | 0.0203       |
|    n_updates            | 92           |
|    policy_gradient_loss | -0.000744    |
|    value_loss           | 0.0761       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 259          |
|    ep_rew_mean          | 1.17         |
| time/                   |              |
|    fps                  | 17496        |
|    iterations           | 25           |
|    time_elapsed         | 93           |
|    total_timesteps      | 1638400      |
| train/                  |              |
|    approx_kl            | 0.0011669083 |
|    clip_fraction        | 0.0211       |
|    clip_range           | 0.148        |
|    entropy_loss         | -0.269       |
|    explained_variance   | 0.414        |
|    learning_rate        | 0.000246     |
|    loss                 | 0.032        |
|    n_updates            | 96           |
|    policy_gradient_loss | -0.000725    |
|    value_loss           | 0.0777       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 266          |
|    ep_rew_mean          | 1.22         |
| time/                   |              |
|    fps                  | 17479        |
|    iterations           | 26           |
|    time_elapsed         | 97           |
|    total_timesteps      | 1703936      |
| train/                  |              |
|    approx_kl            | 0.0011424037 |
|    clip_fraction        | 0.0226       |
|    clip_range           | 0.148        |
|    entropy_loss         | -0.27        |
|    explained_variance   | 0.412        |
|    learning_rate        | 0.000246     |
|    loss                 | 0.0544       |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.000762    |
|    value_loss           | 0.0832       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 253          |
|    ep_rew_mean          | 1.09         |
| time/                   |              |
|    fps                  | 17452        |
|    iterations           | 27           |
|    time_elapsed         | 101          |
|    total_timesteps      | 1769472      |
| train/                  |              |
|    approx_kl            | 0.0011600042 |
|    clip_fraction        | 0.0196       |
|    clip_range           | 0.148        |
|    entropy_loss         | -0.262       |
|    explained_variance   | 0.428        |
|    learning_rate        | 0.000246     |
|    loss                 | 0.0328       |
|    n_updates            | 104          |
|    policy_gradient_loss | -0.000799    |
|    value_loss           | 0.0779       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 254          |
|    ep_rew_mean          | 1.21         |
| time/                   |              |
|    fps                  | 17404        |
|    iterations           | 28           |
|    time_elapsed         | 105          |
|    total_timesteps      | 1835008      |
| train/                  |              |
|    approx_kl            | 0.0012069215 |
|    clip_fraction        | 0.0224       |
|    clip_range           | 0.148        |
|    entropy_loss         | -0.268       |
|    explained_variance   | 0.425        |
|    learning_rate        | 0.000246     |
|    loss                 | 0.0414       |
|    n_updates            | 108          |
|    policy_gradient_loss | -0.000819    |
|    value_loss           | 0.0807       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 274           |
|    ep_rew_mean          | 1.27          |
| time/                   |               |
|    fps                  | 17376         |
|    iterations           | 29            |
|    time_elapsed         | 109           |
|    total_timesteps      | 1900544       |
| train/                  |               |
|    approx_kl            | 0.00092256675 |
|    clip_fraction        | 0.0172        |
|    clip_range           | 0.148         |
|    entropy_loss         | -0.265        |
|    explained_variance   | 0.431         |
|    learning_rate        | 0.000245      |
|    loss                 | 0.0433        |
|    n_updates            | 112           |
|    policy_gradient_loss | -0.000503     |
|    value_loss           | 0.0793        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 270          |
|    ep_rew_mean          | 1.35         |
| time/                   |              |
|    fps                  | 17370        |
|    iterations           | 30           |
|    time_elapsed         | 113          |
|    total_timesteps      | 1966080      |
| train/                  |              |
|    approx_kl            | 0.0009947158 |
|    clip_fraction        | 0.0181       |
|    clip_range           | 0.148        |
|    entropy_loss         | -0.263       |
|    explained_variance   | 0.444        |
|    learning_rate        | 0.000245     |
|    loss                 | 0.0396       |
|    n_updates            | 116          |
|    policy_gradient_loss | -0.000755    |
|    value_loss           | 0.0716       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 273           |
|    ep_rew_mean          | 1.18          |
| time/                   |               |
|    fps                  | 17376         |
|    iterations           | 31            |
|    time_elapsed         | 116           |
|    total_timesteps      | 2031616       |
| train/                  |               |
|    approx_kl            | 0.00092443766 |
|    clip_fraction        | 0.0172        |
|    clip_range           | 0.148         |
|    entropy_loss         | -0.263        |
|    explained_variance   | 0.455         |
|    learning_rate        | 0.000245      |
|    loss                 | 0.0523        |
|    n_updates            | 120           |
|    policy_gradient_loss | -0.000553     |
|    value_loss           | 0.0701        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 262          |
|    ep_rew_mean          | 1.22         |
| time/                   |              |
|    fps                  | 17225        |
|    iterations           | 32           |
|    time_elapsed         | 121          |
|    total_timesteps      | 2097152      |
| train/                  |              |
|    approx_kl            | 0.0009894539 |
|    clip_fraction        | 0.0178       |
|    clip_range           | 0.147        |
|    entropy_loss         | -0.261       |
|    explained_variance   | 0.425        |
|    learning_rate        | 0.000245     |
|    loss                 | 0.0423       |
|    n_updates            | 124          |
|    policy_gradient_loss | -0.000585    |
|    value_loss           | 0.0791       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 286          |
|    ep_rew_mean          | 1.58         |
| time/                   |              |
|    fps                  | 17215        |
|    iterations           | 33           |
|    time_elapsed         | 125          |
|    total_timesteps      | 2162688      |
| train/                  |              |
|    approx_kl            | 0.0010654537 |
|    clip_fraction        | 0.0183       |
|    clip_range           | 0.147        |
|    entropy_loss         | -0.261       |
|    explained_variance   | 0.438        |
|    learning_rate        | 0.000245     |
|    loss                 | 0.0291       |
|    n_updates            | 128          |
|    policy_gradient_loss | -0.000591    |
|    value_loss           | 0.0742       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 259          |
|    ep_rew_mean          | 1.54         |
| time/                   |              |
|    fps                  | 17211        |
|    iterations           | 34           |
|    time_elapsed         | 129          |
|    total_timesteps      | 2228224      |
| train/                  |              |
|    approx_kl            | 0.0011409539 |
|    clip_fraction        | 0.0209       |
|    clip_range           | 0.147        |
|    entropy_loss         | -0.261       |
|    explained_variance   | 0.467        |
|    learning_rate        | 0.000245     |
|    loss                 | 0.0347       |
|    n_updates            | 132          |
|    policy_gradient_loss | -0.000833    |
|    value_loss           | 0.0657       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 261          |
|    ep_rew_mean          | 1.49         |
| time/                   |              |
|    fps                  | 17187        |
|    iterations           | 35           |
|    time_elapsed         | 133          |
|    total_timesteps      | 2293760      |
| train/                  |              |
|    approx_kl            | 0.0011643509 |
|    clip_fraction        | 0.0199       |
|    clip_range           | 0.147        |
|    entropy_loss         | -0.265       |
|    explained_variance   | 0.459        |
|    learning_rate        | 0.000244     |
|    loss                 | 0.0272       |
|    n_updates            | 136          |
|    policy_gradient_loss | -0.000795    |
|    value_loss           | 0.0771       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 234          |
|    ep_rew_mean          | 1.4          |
| time/                   |              |
|    fps                  | 17163        |
|    iterations           | 36           |
|    time_elapsed         | 137          |
|    total_timesteps      | 2359296      |
| train/                  |              |
|    approx_kl            | 0.0009977138 |
|    clip_fraction        | 0.0166       |
|    clip_range           | 0.147        |
|    entropy_loss         | -0.262       |
|    explained_variance   | 0.481        |
|    learning_rate        | 0.000244     |
|    loss                 | 0.0454       |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.000536    |
|    value_loss           | 0.0702       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 260           |
|    ep_rew_mean          | 1.49          |
| time/                   |               |
|    fps                  | 17089         |
|    iterations           | 37            |
|    time_elapsed         | 141           |
|    total_timesteps      | 2424832       |
| train/                  |               |
|    approx_kl            | 0.00095142145 |
|    clip_fraction        | 0.0165        |
|    clip_range           | 0.147         |
|    entropy_loss         | -0.261        |
|    explained_variance   | 0.48          |
|    learning_rate        | 0.000244      |
|    loss                 | 0.0539        |
|    n_updates            | 144           |
|    policy_gradient_loss | -0.000448     |
|    value_loss           | 0.0721        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 245          |
|    ep_rew_mean          | 1.55         |
| time/                   |              |
|    fps                  | 17093        |
|    iterations           | 38           |
|    time_elapsed         | 145          |
|    total_timesteps      | 2490368      |
| train/                  |              |
|    approx_kl            | 0.0009926395 |
|    clip_fraction        | 0.0176       |
|    clip_range           | 0.147        |
|    entropy_loss         | -0.264       |
|    explained_variance   | 0.472        |
|    learning_rate        | 0.000244     |
|    loss                 | 0.0424       |
|    n_updates            | 148          |
|    policy_gradient_loss | -0.000575    |
|    value_loss           | 0.0701       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 261          |
|    ep_rew_mean          | 1.38         |
| time/                   |              |
|    fps                  | 17095        |
|    iterations           | 39           |
|    time_elapsed         | 149          |
|    total_timesteps      | 2555904      |
| train/                  |              |
|    approx_kl            | 0.0013672875 |
|    clip_fraction        | 0.0231       |
|    clip_range           | 0.147        |
|    entropy_loss         | -0.263       |
|    explained_variance   | 0.484        |
|    learning_rate        | 0.000244     |
|    loss                 | 0.0245       |
|    n_updates            | 152          |
|    policy_gradient_loss | -0.00082     |
|    value_loss           | 0.069        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 259          |
|    ep_rew_mean          | 1.58         |
| time/                   |              |
|    fps                  | 17105        |
|    iterations           | 40           |
|    time_elapsed         | 153          |
|    total_timesteps      | 2621440      |
| train/                  |              |
|    approx_kl            | 0.0010464026 |
|    clip_fraction        | 0.0187       |
|    clip_range           | 0.147        |
|    entropy_loss         | -0.262       |
|    explained_variance   | 0.472        |
|    learning_rate        | 0.000244     |
|    loss                 | 0.0298       |
|    n_updates            | 156          |
|    policy_gradient_loss | -0.000674    |
|    value_loss           | 0.0715       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 265          |
|    ep_rew_mean          | 1.65         |
| time/                   |              |
|    fps                  | 17049        |
|    iterations           | 41           |
|    time_elapsed         | 157          |
|    total_timesteps      | 2686976      |
| train/                  |              |
|    approx_kl            | 0.0011538554 |
|    clip_fraction        | 0.0192       |
|    clip_range           | 0.147        |
|    entropy_loss         | -0.258       |
|    explained_variance   | 0.478        |
|    learning_rate        | 0.000244     |
|    loss                 | 0.0344       |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.000544    |
|    value_loss           | 0.0686       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 261          |
|    ep_rew_mean          | 1.64         |
| time/                   |              |
|    fps                  | 17015        |
|    iterations           | 42           |
|    time_elapsed         | 161          |
|    total_timesteps      | 2752512      |
| train/                  |              |
|    approx_kl            | 0.0011441375 |
|    clip_fraction        | 0.0213       |
|    clip_range           | 0.147        |
|    entropy_loss         | -0.259       |
|    explained_variance   | 0.479        |
|    learning_rate        | 0.000243     |
|    loss                 | 0.0444       |
|    n_updates            | 164          |
|    policy_gradient_loss | -0.000836    |
|    value_loss           | 0.0686       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 241          |
|    ep_rew_mean          | 1.68         |
| time/                   |              |
|    fps                  | 17011        |
|    iterations           | 43           |
|    time_elapsed         | 165          |
|    total_timesteps      | 2818048      |
| train/                  |              |
|    approx_kl            | 0.0011921958 |
|    clip_fraction        | 0.0216       |
|    clip_range           | 0.147        |
|    entropy_loss         | -0.26        |
|    explained_variance   | 0.486        |
|    learning_rate        | 0.000243     |
|    loss                 | 0.0229       |
|    n_updates            | 168          |
|    policy_gradient_loss | -0.000859    |
|    value_loss           | 0.0676       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 258          |
|    ep_rew_mean          | 1.84         |
| time/                   |              |
|    fps                  | 17025        |
|    iterations           | 44           |
|    time_elapsed         | 169          |
|    total_timesteps      | 2883584      |
| train/                  |              |
|    approx_kl            | 0.0010694424 |
|    clip_fraction        | 0.0189       |
|    clip_range           | 0.146        |
|    entropy_loss         | -0.269       |
|    explained_variance   | 0.489        |
|    learning_rate        | 0.000243     |
|    loss                 | 0.038        |
|    n_updates            | 172          |
|    policy_gradient_loss | -0.000733    |
|    value_loss           | 0.0685       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 260         |
|    ep_rew_mean          | 1.77        |
| time/                   |             |
|    fps                  | 17040       |
|    iterations           | 45          |
|    time_elapsed         | 173         |
|    total_timesteps      | 2949120     |
| train/                  |             |
|    approx_kl            | 0.001054755 |
|    clip_fraction        | 0.0177      |
|    clip_range           | 0.146       |
|    entropy_loss         | -0.264      |
|    explained_variance   | 0.501       |
|    learning_rate        | 0.000243    |
|    loss                 | 0.0197      |
|    n_updates            | 176         |
|    policy_gradient_loss | -0.000637   |
|    value_loss           | 0.0657      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 261          |
|    ep_rew_mean          | 1.83         |
| time/                   |              |
|    fps                  | 17037        |
|    iterations           | 46           |
|    time_elapsed         | 176          |
|    total_timesteps      | 3014656      |
| train/                  |              |
|    approx_kl            | 0.0013224904 |
|    clip_fraction        | 0.0231       |
|    clip_range           | 0.146        |
|    entropy_loss         | -0.254       |
|    explained_variance   | 0.488        |
|    learning_rate        | 0.000243     |
|    loss                 | 0.0319       |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.000777    |
|    value_loss           | 0.0644       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 241          |
|    ep_rew_mean          | 1.62         |
| time/                   |              |
|    fps                  | 17019        |
|    iterations           | 47           |
|    time_elapsed         | 180          |
|    total_timesteps      | 3080192      |
| train/                  |              |
|    approx_kl            | 0.0011044904 |
|    clip_fraction        | 0.0196       |
|    clip_range           | 0.146        |
|    entropy_loss         | -0.259       |
|    explained_variance   | 0.487        |
|    learning_rate        | 0.000243     |
|    loss                 | 0.0301       |
|    n_updates            | 184          |
